# Vocabulaire des themes appris sur le corpus (corpus.ApprendreThemes) : ne pas modifier a la main.
# langue	theme	racine	poids
es	web	text	2.01
es	langues_traduction	texto	1.07
es	cuisine	textura	3.09
es	langues_traduction	that	5.20
es	jeux_video	the	1.28
es	langues_traduction	the	2.90
es	langues_traduction	their	6.10
es	langues_traduction	them	4.01
es	programmation	then	2.02
es	langues_traduction	ther	4.85
es	langues_traduction	they	4.85
es	langues_traduction	think	4.69
es	langues_traduction	this	3.28
es	programmation	this	1.14
es	programmation	throw	5.02
es	marketing_business	tienda	1.56
es	web	tienda	1.78
es	sante	tienen	1.18
es	jeux_video	tierra	2.02
es	voyage	tierra	1.14
es	marketing_business	tiktok	6.53
es	langues_traduction	tim	3.51
es	programmation	tim	1.54
es	marketing_business	tip	2.12
es	web	titl	3.36
es	education	titulada	2.97
es	education	titulado	2.97
es	marketing_business	titular	2.56
es	marketing_business	titulo	2.40
es	musique	tocar	6.29
es	emploi_carriere	toda	1.03
es	programmation	token	1.95
es	programmation	tom	1.76
es	education	toma	1.01
es	finance	toma	1.25
es	sante	tomando	1.64
es	sante	tomar	2.17
es	cuisine	tomat	4.54
es	redaction_pro	tomo	3.39
es	marketing_business	tono	2.09
es	redaction_pro	tono	1.02
es	redaction_pro	torr	2.28
es	cuisine	tortilla	7.10
es	finance	total	1.09
es	maths	total	1.11
es	histoire_societe	tra	1.27
es	redaction_pro	trabajando	2.94
es	education	trabajar	1.96
es	redaction_pro	trabajar	1.51
es	education	trabajo	1.41
es	emploi_carriere	trabajo	1.29
es	redaction_pro	trabajo	1.68
es	programmation	traceback	4.75
es	finance	trad	5.90
es	cuisine	tradicional	3.55
es	langues_traduction	traduc	6.49
es	langues_traduction	traducci	7.24
es	education	traduccion	2.52
es	langues_traduction	traduccion	3.08
es	langues_traduction	traducir	5.30
es	donnees_ia	train	5.38
es	cinema_series	trama	2.37
es	fiction	trama	2.19
es	histoire_societe	trama	2.40
es	donnees_ia	transform	5.18
es	voyage	transport	3.01
es	sante	trastorno	4.57
es	marketing_business	trat	3.93
es	poesie_paroles	trat	1.24
es	fiction	trata	1.78
es	sante	tratamiento	4.37
es	sante	tratar	2.84
es	education	trav	1.59
es	sante	trav	1.35
es	education	trayectoria	2.52
es	poesie_paroles	tre	1.48
es	voyage	tren	3.27
es	maths	triangulo	3.12
es	droit	tribunal	6.94
es	programmation	tru	3.72
es	marketing_business	truco	2.38
es	programmation	try	4.64
es	programmation	tupla	4.90
es	voyage	turistico	6.59
es	emploi_carriere	tus	2.85
es	histoire_societe	tuvo	2.61
es	marketing_business	twitt	3.87
es	langues_traduction	two	3.90
es	programmation	txt	5.23
es	programmation	typ	3.75
es	programmation	typescript	5.95
es	voyage	ubicaci	3.27
es	informatique_materiel	ubuntu	5.24
es	histoire_societe	ucrania	3.47
es	langues_traduction	ultima	1.04
es	finance	uni	2.53
es	marketing_business	unica	1.88
es	sante	unica	1.51
es	education	unidad	1.49
es	histoire_societe	unido	3.32
es	education	universidad	5.49
es	education	universitaria	4.86
es	education	universitario	5.02
es	cinema_series	universo	1.35
es	histoire_societe	universo	1.92
es	philosophie_religion	universo	1.67
es	programmation	updat	3.19
es	sante	urgencia	5.24
es	programmation	url	1.32
es	web	url	3.81
es	emploi_carriere	usa	2.47
es	langues_traduction	usada	2.65
es	programmation	usado	1.09
es	programmation	usan	1.15
es	programmation	usando	1.88
es	web	usando	1.06
es	donnees_ia	usar	1.16
es	informatique_materiel	usar	1.09
es	informatique_materiel	usb	5.11
es	langues_traduction	use	1.93
es	programmation	use	1.12
es	langues_traduction	used	4.49
es	redaction_pro	usemo	5.34
es	programmation	user	2.68
es	programmation	usernam	5.13
es	langues_traduction	using	3.39
es	education	usted	1.79
es	informatique_materiel	usuario	1.00
es	programmation	usuario	1.95
es	programmation	utf	2.55
es	emploi_carriere	util	2.78
es	finance	utilidad	2.40
es	programmation	utilidad	1.32
es	donnees_ia	utiliza	1.05
es	emploi_carriere	utiliza	1.49
es	sante	utilizado	1.06
es	programmation	utilizando	1.12
es	informatique_materiel	utilizar	1.51
es	sport_nutrition	utilizar	1.02
es	voyage	vacacion	4.52
es	programmation	vacio	1.22
es	sante	vacuna	4.96
es	redaction_pro	vai	5.34
es	voyage	valencia	3.32
es	programmation	validaci	1.64
es	finance	valor	1.23
es	programmation	valor	1.65
es	programmation	valu	3.68
es	histoire_societe	vamo	1.31
es	redaction_pro	vamo	1.58
es	histoire_societe	van	1.27
es	programmation	var	3.49
es	programmation	varchar	3.65
es	redaction_pro	varia	1.84
es	donnees_ia	variabl	2.06
es	programmation	variabl	2.23
es	redaction_pro	vas	1.75
es	informatique_materiel	vba	4.45
es	redaction_pro	vean	4.27
es	redaction_pro	vec	2.97
es	programmation	vector	2.67
es	cuisine	vegana	6.39
es	cuisine	vegetal	3.86
es	cuisine	vegetariana	5.93
es	marketing_business	vehiculo	2.52
es	informatique_materiel	velocidad	1.42
es	maths	velocidad	2.36
es	marketing_business	vend	2.77
es	histoire_societe	venezuela	2.32
es	finance	venta	1.70
es	marketing_business	venta	2.74
es	programmation	ventaja	1.21
es	informatique_materiel	ventana	2.31
es	cinema_series	ver	2.27
es	marketing_business	verano	1.81
es	voyage	verano	2.86
es	education	verbo	1.06
es	langues_traduction	verbo	4.34
es	cuisine	verd	1.23
es	redaction_pro	verd	2.00
es	philosophie_religion	verdad	3.09
es	redaction_pro	verdad	1.54
es	cuisine	verdura	3.36
es	programmation	verificar	2.31
es	informatique_materiel	versi	1.58
es	programmation	versi	1.24
es	poesie_paroles	verso	5.35
es	marketing_business	vestido	2.56
es	relations_psychologie	vestido	2.76
es	marketing_business	vestir	2.97
es	sante	via	1.57
es	voyage	viaj	5.87
es	voyage	viaja	4.68
es	voyage	viajar	5.22
es	philosophie_religion	vida	1.38
es	sante	vida	1.53
es	jeux_video	video	1.44
es	marketing_business	video	1.99
es	web	video	1.58
es	jeux_video	videojuego	6.40
es	redaction_pro	viern	2.20
es	redaction_pro	vigilant	4.75
es	marketing_business	vineta	3.53
es	cuisine	vino	2.27
es	education	violencia	2.67
es	marketing_business	viral	3.77
es	informatique_materiel	virtual	1.98
es	sante	virus	4.94
es	education	visi	1.28
es	sante	visi	1.60
es	voyage	visita	2.67
es	voyage	visitar	6.82
es	sante	vista	1.37
es	cinema_series	visto	2.69
es	education	visual	1.30
es	sante	vitamina	3.63
es	redaction_pro	vivir	1.13
es	sante	vivir	1.23
es	voyage	vivir	1.35
es	musique	vivo	1.90
es	redaction_pro	vivo	1.21
es	sante	vivo	1.29
es	voyage	vivo	1.43
es	langues_traduction	vocabulario	4.18
es	programmation	vocal	2.35
es	programmation	void	5.95
es	maths	volumen	3.01
es	voyage	voy	2.40
es	web	vue	5.71
es	voyage	vuelo	6.82
es	voyage	vuelta	3.05
es	langues_traduction	want	3.59
es	langues_traduction	was	6.05
es	web	watch	4.88
es	langues_traduction	way	4.14
es	web	web	4.20
es	langues_traduction	wer	6.22
es	langues_traduction	what	3.96
es	langues_traduction	when	4.01
es	programmation	wher	3.29
es	langues_traduction	which	5.00
es	langues_traduction	whil	2.07
es	programmation	whil	3.29
es	langues_traduction	why	4.69
es	programmation	width	1.64
es	informatique_materiel	wifi	4.79
es	langues_traduction	will	4.14
es	informatique_materiel	window	6.98
es	langues_traduction	with	3.35
es	informatique_materiel	word	2.10
es	programmation	word	2.19
es	web	wordpres	5.66
es	programmation	world	2.19
es	programmation	writ	1.15
es	web	www	5.35
es	histoire_societe	xix	3.04
es	education	yaracuy	3.82
es	sport_nutrition	yoga	4.83
es	cuisine	yogurt	4.39
es	langues_traduction	you	4.37
es	langues_traduction	your	4.33
es	jeux_video	youtub	1.39
es	marketing_business	youtub	2.60
es	musique	youtub	1.43
es	web	youtub	1.36
es	cuisine	zanahoria	6.23
es	jeux_video	zelda	6.28
es	redaction_pro	zona	2.61
es	sante	zona	1.13
fr	maths	100	1.55
fr	sport_nutrition	100	2.67
fr	maths	1000	1.94
fr	maths	10000	3.20
fr	maths	110	3.36
fr	maths	120	2.74
fr	redaction_pro	14h	3.91
fr	redaction_pro	1er	2.15
fr	maths	200	1.38
fr	redaction_pro	2017	4.02
fr	histoire_societe	2021	1.76
fr	redaction_pro	2021	1.88
fr	redaction_pro	2022	2.35
fr	redaction_pro	2023	2.49
fr	jeux_video	2024	1.19
fr	redaction_pro	2024	2.17
fr	maths	500	1.30
fr	redaction_pro	abonnement	3.59
fr	philosophie_religion	abord	1.52
fr	redaction_pro	abord	2.49
fr	maths	absciss	4.59
fr	redaction_pro	absent	2.96
fr	redaction_pro	academiqu	2.29
fr	redaction_pro	acced	2.81
fr	redaction_pro	accept	2.94
fr	redaction_pro	acces	2.05
fr	informatique_materiel	accident	1.99
fr	redaction_pro	accompagnement	2.83
fr	redaction_pro	accord	3.13
fr	marketing_business	accrocheus	5.85
fr	web	accueil	1.90
fr	redaction_pro	achat	2.17
fr	finance	achet	1.62
fr	marketing_business	achet	1.48
fr	maths	acid	2.98
fr	redaction_pro	acquerir	3.18
fr	redaction_pro	acqui	3.27
fr	education	acquisiti	1.22
fr	education	acteur	1.62
fr	voyage	acteur	1.57
fr	redaction_pro	acti	1.67
fr	redaction_pro	actif	1.91
fr	redaction_pro	activ	1.79
fr	redaction_pro	activati	3.91
fr	redaction_pro	activit	1.86
fr	redaction_pro	actuel	2.30
fr	redaction_pro	actuellement	2.90
fr	redaction_pro	adapt	2.09
fr	maths	additi	3.70
fr	redaction_pro	addres	3.91
fr	redaction_pro	adel	4.02
fr	maths	admet	3.97
fr	histoire_societe	administrati	2.43
fr	redaction_pro	administratif	2.64
fr	redaction_pro	administrativ	2.98
fr	musique	ador	3.68
fr	redaction_pro	adress	2.84
fr	philosophie_religion	adventist	6.45
fr	marketing_business	affair	2.02
fr	redaction_pro	affair	2.15
fr	redaction_pro	affect	3.08
fr	programmation	affich	2.25
fr	web	affich	1.48
fr	redaction_pro	afin	2.87
fr	histoire_societe	africain	2.85
fr	histoire_societe	afriqu	2.13
fr	histoire_societe	age	1.83
fr	marketing_business	agenc	1.61
fr	voyage	agenc	2.05
fr	web	agenc	1.47
fr	redaction_pro	agenda	2.81
fr	education	agent	1.97
fr	jeux_video	agi	3.96
fr	redaction_pro	agit	1.88
fr	redaction_pro	agre	4.37
fr	redaction_pro	agreabl	2.17
fr	sante	aid	1.70
fr	redaction_pro	aider	1.45
fr	redaction_pro	ailleur	2.99
fr	musique	aim	1.95
fr	redaction_pro	aim	1.51
fr	musique	aimerai	1.36
fr	redaction_pro	aimerai	1.44
fr	redaction_pro	ainsi	1.81
fr	maths	air	2.02
fr	redaction_pro	ait	2.22
fr	musique	album	6.47
fr	maths	aleatoir	3.59
fr	poesie_paroles	alexandrin	5.73
fr	programmation	algorithm	4.48
fr	cinema_series	alic	6.69
fr	histoire_societe	alimentair	1.95
fr	sport_nutrition	alimentair	4.15
fr	redaction_pro	all	1.82
fr	redaction_pro	allemand	2.07
fr	redaction_pro	aller	1.75
fr	redaction_pro	allez	3.32
fr	redaction_pro	alor	1.91
fr	redaction_pro	alternanc	3.02
fr	redaction_pro	ambassad	4.21
fr	redaction_pro	ambiti	4.02
fr	musique	amelior	1.59
fr	redaction_pro	amelior	2.06
fr	redaction_pro	ameliorati	2.02
fr	langues_traduction	americain	3.39
fr	redaction_pro	ami	1.87
fr	redaction_pro	amical	2.60
fr	poesie_paroles	amour	3.59
fr	relations_psychologie	amour	2.74
fr	relations_psychologie	amoureus	4.43
fr	donnees_ia	analys	2.02
fr	redaction_pro	ancien	1.82
fr	langues_traduction	and	1.90
fr	informatique_materiel	android	5.05
fr	maths	angl	3.26
fr	langues_traduction	anglai	3.17
fr	musique	anglai	1.92
fr	maths	angulair	5.45
fr	cinema_series	anim	5.76
fr	jeux_video	animati	3.11
fr	musique	anne	1.14
fr	redaction_pro	anne	1.54
fr	relations_psychologie	anniversair	3.75
fr	redaction_pro	annonc	3.04
fr	web	annuair	4.57
fr	redaction_pro	annul	2.81
fr	redaction_pro	anonymiz	2.77
fr	fiction	ans	1.61
fr	relations_psychologie	ans	2.05
fr	redaction_pro	aout	3.36
fr	programmation	api	1.92
fr	web	api	2.77
fr	web	app	3.85
fr	redaction_pro	appel	2.24
fr	animaux	appell	2.31
fr	education	applicati	1.20
fr	voyage	applicati	1.36
fr	programmation	appliqu	1.20
fr	redaction_pro	appreci	2.69
fr	donnees_ia	apprentissag	2.24
fr	redaction_pro	appri	2.74
fr	donnees_ia	approch	3.06
fr	histoire_societe	appui	2.25
fr	philosophie_religion	appuy	3.62
fr	redaction_pro	apr	2.41
fr	langues_traduction	arab	3.25
fr	informatique_materiel	architectur	2.44
fr	langues_traduction	are	2.69
fr	finance	argent	1.67
fr	redaction_pro	argent	1.75
fr	langues_traduction	arme	4.03
fr	redaction_pro	arret	2.71
fr	redaction_pro	arrier	2.60
fr	langues_traduction	arriv	1.26
fr	redaction_pro	arriv	2.32
fr	redaction_pro	arrive	2.81
fr	histoire_societe	articl	1.43
fr	web	articl	1.49
fr	jeux_video	artificiell	3.66
fr	musique	artist	4.16
fr	jeux_video	asi	5.05
fr	redaction_pro	assez	1.96
fr	redaction_pro	assist	3.27
fr	redaction_pro	assistanc	3.34
fr	redaction_pro	associati	2.29
fr	redaction_pro	assur	2.45
fr	education	assuranc	1.00
fr	redaction_pro	ateli	2.17
fr	sciences	atom	7.68
fr	redaction_pro	atr	4.02
fr	redaction_pro	atteindr	2.17
fr	redaction_pro	attend	3.58
fr	redaction_pro	attendant	2.92
fr	redaction_pro	attendr	3.87
fr	redaction_pro	attent	3.62
fr	redaction_pro	attenti	2.32
fr	redaction_pro	attestati	4.44
fr	redaction_pro	attir	2.54
fr	redaction_pro	attribu	3.02
fr	redaction_pro	aucun	2.17
fr	programmation	audio	2.94
fr	redaction_pro	audit	3.08
fr	redaction_pro	augment	2.14
fr	redaction_pro	aujourd	2.94
fr	redaction_pro	aupr	4.47
fr	redaction_pro	aura	1.89
fr	redaction_pro	aurai	2.56
fr	redaction_pro	aurait	2.26
fr	redaction_pro	aussi	2.15
fr	redaction_pro	autant	2.48
fr	donnees_ia	auteur	1.21
fr	histoire_societe	auteur	2.33
fr	education	authentificati	3.01
fr	donnees_ia	automatiqu	2.82
fr	redaction_pro	autonomi	2.38
fr	redaction_pro	autoris	2.56
fr	redaction_pro	autr	1.75
fr	redaction_pro	aux	1.74
fr	redaction_pro	avai	3.81
fr	redaction_pro	avait	2.88
fr	redaction_pro	avanc	2.86
fr	maths	avancement	2.58
fr	redaction_pro	avant	2.41
fr	redaction_pro	avenir	2.57
fr	redaction_pro	avez	4.17
fr	redaction_pro	avi	1.92
fr	voyage	avi	2.22
fr	redaction_pro	aviez	4.21
fr	redaction_pro	avis	2.91
fr	droit	avocat	4.36
fr	redaction_pro	avoir	1.84
fr	redaction_pro	avon	3.34
fr	redaction_pro	avril	3.47
fr	maths	axe	2.74
fr	redaction_pro	ayant	1.55
fr	droit	bail	5.84
fr	redaction_pro	bancair	2.81
fr	finance	banqu	2.82
fr	maths	barr	2.64
fr	web	barr	2.38
fr	donnees_ia	bas	1.25
fr	sciences	bas	1.03
fr	donnees_ia	base	3.36
fr	programmation	bash	4.48
fr	redaction_pro	batiment	2.60
fr	redaction_pro	beaucoup	2.23
fr	redaction_pro	belgiqu	4.63
fr	musique	bell	2.00
fr	redaction_pro	bell	1.83
fr	redaction_pro	below	4.02
fr	redaction_pro	benefici	5.01
fr	redaction_pro	besoin	2.39
fr	philosophie_religion	bibl	7.60
fr	histoire_societe	bibliographi	2.75
fr	donnees_ia	bibliographiqu	1.22
fr	education	bibliographiqu	1.33
fr	histoire_societe	bibliographiqu	1.26
fr	sante	bibliographiqu	2.79
fr	programmation	bibliothequ	2.66
fr	philosophie_religion	bibliqu	7.82
fr	redaction_pro	bien	2.78
fr	redaction_pro	bientot	4.51
fr	donnees_ia	big	3.73
fr	maths	bilan	1.48
fr	voyage	billet	3.09
fr	informatique_materiel	bio	4.08
fr	education	biometriqu	4.44
fr	finance	bitcoin	4.87
fr	musique	black	3.49
fr	fiction	blagu	3.42
fr	animaux	blanc	4.40
fr	web	blog	3.75
fr	musique	blu	4.26
fr	redaction_pro	boit	3.02
fr	redaction_pro	bon	2.00
fr	redaction_pro	bonjour	2.05
fr	redaction_pro	bonn	2.12
fr	redaction_pro	bonsoir	5.01
fr	programmation	boucl	1.92
fr	finance	bours	3.77
fr	programmation	bout	1.56
fr	web	bout	1.55
fr	redaction_pro	boutiqu	3.02
fr	redaction_pro	bref	2.69
fr	redaction_pro	budget	1.79
fr	informatique_materiel	bureau	1.03
fr	redaction_pro	bureau	1.72
fr	marketing_business	busines	3.39
fr	redaction_pro	but	2.42
fr	donnees_ia	cadr	1.23
fr	musique	caf	3.80
fr	maths	calcul	4.49
fr	maths	calculez	3.51
fr	redaction_pro	calm	2.81
fr	langues_traduction	can	2.13
fr	sante	canc	6.49
fr	emploi_carriere	candidatur	2.28
fr	redaction_pro	candidatur	2.48
fr	jeux_video	capabl	2.04
fr	redaction_pro	capacit	1.88
fr	donnees_ia	capteur	2.85
fr	redaction_pro	car	3.06
fr	informatique_materiel	caracter	1.14
fr	programmation	caracter	1.16
fr	maths	caracteris	2.43
fr	donnees_ia	cardiovasculair	4.83
fr	maths	carr	2.43
fr	redaction_pro	carrier	3.59
fr	jeux_video	cart	1.70
fr	redaction_pro	cart	2.01
fr	redaction_pro	cas	1.26
fr	jeux_video	casqu	3.33
fr	donnees_ia	categori	2.23
fr	histoire_societe	caus	1.74
fr	redaction_pro	ceci	2.22
fr	redaction_pro	cela	2.29
fr	musique	celebr	3.16
fr	redaction_pro	cell	2.02
fr	informatique_materiel	cellul	2.33
fr	histoire_societe	celui	1.02
fr	redaction_pro	celui	1.71
fr	redaction_pro	centr	1.78
fr	finance	central	1.76
fr	redaction_pro	cependant	3.77
fr	redaction_pro	certain	1.86
fr	redaction_pro	ces	1.39
fr	redaction_pro	cet	1.96
fr	redaction_pro	cett	1.69
fr	redaction_pro	ceu	2.07
fr	maths	chain	1.10
fr	programmation	chain	1.10
fr	redaction_pro	challeng	3.20
fr	voyage	chambr	4.80
fr	redaction_pro	chang	2.11
fr	redaction_pro	changement	2.57
fr	web	channel	5.67
fr	musique	chans	6.89
fr	redaction_pro	chanti	4.44
fr	redaction_pro	chaqu	1.25
fr	redaction_pro	charg	1.89
fr	animaux	chat	7.01
fr	images_ia	chatgpt	2.71
fr	redaction_pro	chaudier	2.92
fr	redaction_pro	chef	2.45
fr	redaction_pro	cher	2.54
fr	jeux_video	cherch	1.59
fr	redaction_pro	cherchant	2.81
fr	animaux	cheval	5.35
fr	marketing_business	cheveu	4.25
fr	redaction_pro	chez	1.81
fr	sante	chez	1.86
fr	animaux	chien	6.17
fr	marketing_business	chiffr	1.79
fr	sciences	chimi	5.69
fr	redaction_pro	choisissez	2.81
fr	redaction_pro	choisit	2.81
fr	redaction_pro	chos	1.69
fr	philosophie_religion	chretien	3.57
fr	marketing_business	cibl	2.52
fr	maths	cinetiqu	4.48
fr	redaction_pro	circonstanc	4.29
fr	redaction_pro	circuit	2.92
fr	informatique_materiel	citez	2.76
fr	histoire_societe	civil	3.15
fr	redaction_pro	clair	2.08
fr	web	clas	3.54
fr	donnees_ia	classificati	4.25
fr	redaction_pro	claus	2.92
fr	informatique_materiel	clavi	3.63
fr	redaction_pro	client	2.54
fr	redaction_pro	clientel	4.44
fr	redaction_pro	clotur	3.11
fr	sante	cnn	6.04
fr	programmation	cod	2.60
fr	web	cod	1.32
fr	programmation	coder	2.57
fr	maths	coefficient	4.17
fr	informatique_materiel	col	1.55
fr	redaction_pro	coli	4.88
fr	redaction_pro	collaborateur	2.85
fr	redaction_pro	collaborati	5.28
fr	donnees_ia	collect	2.74
fr	redaction_pro	collectif	2.60
fr	education	colleg	3.47
fr	redaction_pro	collegu	5.25
fr	web	color	2.80
fr	web	com	4.11
fr	redaction_pro	comit	4.02
fr	redaction_pro	comm	1.42
fr	informatique_materiel	command	1.10
fr	programmation	command	1.43
fr	fiction	commenc	1.45
fr	philosophie_religion	commenc	1.42
fr	redaction_pro	commenc	1.75
fr	marketing_business	commerc	4.27
fr	emploi_carriere	commercial	1.62
fr	redaction_pro	commercial	1.91
fr	redaction_pro	commissi	4.12
fr	redaction_pro	commun	1.59
fr	marketing_business	communicati	1.07
fr	redaction_pro	communicati	1.72
fr	redaction_pro	communiqu	3.78
fr	redaction_pro	compagni	2.07
fr	web	company	2.97
fr	redaction_pro	competenc	2.86
fr	redaction_pro	complementair	3.74
fr	redaction_pro	completement	3.02
fr	education	complex	1.20
fr	redaction_pro	compliqu	2.90
fr	marketing_business	comportement	2.54
fr	maths	composant	1.55
fr	redaction_pro	comprehensi	2.81
fr	redaction_pro	comprend	2.20
fr	redaction_pro	compt	2.66
fr	finance	comptabilit	5.01
fr	maths	concentrati	3.71
fr	education	concepti	2.38
fr	voyage	concepti	1.43
fr	donnees_ia	conceptuel	3.20
fr	sante	conceptuel	2.16
fr	redaction_pro	concern	2.91
fr	redaction_pro	concernant	2.98
fr	maths	conclur	2.31
fr	sante	conclusi	1.73
fr	redaction_pro	concurrenc	2.51
fr	redaction_pro	concurrent	3.02
fr	maths	conditi	1.38
fr	redaction_pro	confi	2.81
fr	maths	confianc	1.05
fr	informatique_materiel	configurati	2.02
fr	redaction_pro	confirm	5.45
fr	redaction_pro	confirmati	4.29
fr	histoire_societe	conflit	2.50
fr	redaction_pro	conformement	4.12
fr	redaction_pro	conformit	4.02
fr	redaction_pro	cong	2.94
fr	jeux_video	connai	2.88
fr	musique	connai	1.95
fr	redaction_pro	connaissanc	2.19
fr	programmation	connect	1.99
fr	redaction_pro	connecteur	2.81
fr	programmation	connecti	2.94
fr	programmation	connexi	2.28
fr	web	connexi	1.81
fr	musique	connu	2.88
fr	redaction_pro	conscient	2.43
fr	redaction_pro	consentement	4.12
fr	histoire_societe	consequenc	2.86
fr	redaction_pro	consequent	3.02
fr	maths	consider	1.84
fr	web	consign	2.73
fr	education	consist	1.24
fr	jeux_video	consol	3.83
fr	maths	constant	3.56
fr	redaction_pro	constat	3.05
fr	redaction_pro	constructeur	2.81
fr	education	constructi	1.01
fr	sante	constructi	2.55
fr	redaction_pro	consult	2.12
fr	sante	consultati	2.65
fr	redaction_pro	contact	3.92
fr	web	content	2.09
fr	donnees_ia	contenu	1.26
fr	programmation	contient	1.37
fr	redaction_pro	continu	1.86
fr	histoire_societe	contr	1.80
fr	maths	contraint	1.40
fr	redaction_pro	contrair	2.25
fr	droit	contrat	1.94
fr	redaction_pro	contrat	2.63
fr	histoire_societe	contribu	1.99
fr	redaction_pro	contribu	1.91
fr	donnees_ia	control	1.12
fr	redaction_pro	control	1.52
fr	redaction_pro	convaincu	4.02
fr	redaction_pro	convenir	4.21
fr	redaction_pro	convenu	4.97
fr	redaction_pro	conversati	3.42
fr	programmation	conversi	2.23
fr	programmation	convertir	2.31
fr	redaction_pro	convient	2.69
fr	sante	convoluti	5.70
fr	redaction_pro	coordinati	4.12
fr	maths	coordonne	1.65
fr	redaction_pro	copi	2.50
fr	relations_psychologie	copin	7.69
fr	redaction_pro	cordialement	6.07
fr	redaction_pro	correct	2.07
fr	redaction_pro	correctement	2.23
fr	web	correspond	1.97
fr	redaction_pro	correspondanc	2.60
fr	redaction_pro	correspondant	1.91
fr	redaction_pro	corrig	3.38
fr	redaction_pro	corrigez	4.63
fr	maths	cos	4.75
fr	redaction_pro	cot	2.12
fr	animaux	couleur	3.09
fr	maths	coupl	1.68
fr	relations_psychologie	coupl	3.47
fr	redaction_pro	courant	2.08
fr	maths	courb	3.47
fr	redaction_pro	courri	3.96
fr	redaction_pro	courriel	5.56
fr	education	cours	2.34
fr	musique	court	1.78
fr	redaction_pro	court	1.95
fr	finance	cout	1.67
fr	jeux_video	cre	1.27
fr	jeux_video	creati	1.01
fr	marketing_business	creativ	3.31
fr	images_ia	creer	1.43
fr	jeux_video	creer	1.63
fr	programmation	creer	1.27
fr	cuisine	crem	5.37
fr	marketing_business	crepu	5.18
fr	histoire_societe	cris	3.89
fr	education	criter	1.24
fr	redaction_pro	croi	2.50
fr	finance	croissanc	2.93
fr	marketing_business	croissanc	1.77
fr	finance	crypto	5.01
fr	web	css	7.19
fr	cuisine	cuisin	5.83
fr	redaction_pro	custom	2.35
fr	maths	cylindr	4.04
fr	images_ia	dall	5.08
fr	redaction_pro	dat	2.03
fr	donnees_ia	data	2.21
fr	web	data	1.06
fr	donnees_ia	datafram	4.66
fr	donnees_ia	dataset	4.59
fr	redaction_pro	davantag	2.59
fr	redaction_pro	debloqu	4.02
fr	redaction_pro	debut	1.64
fr	redaction_pro	dec	2.79
fr	redaction_pro	decembr	3.36
fr	redaction_pro	decid	2.42
fr	redaction_pro	decisi	2.76
fr	redaction_pro	declar	2.17
fr	redaction_pro	decouvert	2.43
fr	redaction_pro	decouvrir	2.23
fr	redaction_pro	dedi	3.27
fr	maths	deduir	4.11
fr	donnees_ia	deep	6.58
fr	programmation	def	2.00
fr	redaction_pro	defaut	2.39
fr	histoire_societe	defi	1.62
fr	maths	defini	2.62
fr	maths	definir	1.50
fr	informatique_materiel	definiti	1.14
fr	maths	definiti	1.09
fr	maths	degr	2.66
fr	redaction_pro	deja	2.52
fr	redaction_pro	dejeun	3.91
fr	redaction_pro	delai	4.51
fr	education	deliberati	3.77
fr	redaction_pro	delicat	4.21
fr	education	delimitati	1.49
fr	education	delivranc	2.41
fr	redaction_pro	demain	3.08
fr	redaction_pro	demand	2.42
fr	redaction_pro	demandant	4.44
fr	redaction_pro	demande	2.81
fr	redaction_pro	demandez	4.29
fr	redaction_pro	demarch	3.22
fr	maths	densit	3.38
fr	redaction_pro	depart	2.17
fr	redaction_pro	departement	2.92
fr	maths	deplacement	1.94
fr	voyage	deploiement	4.11
fr	redaction_pro	depos	3.74
fr	redaction_pro	depui	1.94
fr	maths	derive	5.45
fr	redaction_pro	derni	2.44
fr	redaction_pro	dernier	2.49
fr	redaction_pro	deroulement	2.43
fr	musique	descripti	1.87
fr	web	design	1.88
fr	informatique_materiel	desktop	3.09
fr	redaction_pro	desol	4.51
fr	redaction_pro	desole	3.91
fr	redaction_pro	desormai	2.56
fr	cinema_series	dessin	5.31
fr	redaction_pro	dessou	2.78
fr	redaction_pro	dessu	1.79
fr	redaction_pro	destinatair	4.79
fr	redaction_pro	destinati	2.63
fr	donnees_ia	detecti	2.59
fr	sante	detecti	2.66
fr	maths	determin	3.39
fr	redaction_pro	deux	1.29
fr	redaction_pro	devai	4.37
fr	redaction_pro	devait	2.92
fr	redaction_pro	devant	2.22
fr	histoire_societe	developp	1.30
fr	redaction_pro	devez	2.29
fr	redaction_pro	devi	4.69
fr	redaction_pro	devien	2.81
fr	education	devoir	1.96
fr	web	devra	1.97
fr	redaction_pro	devrai	2.63
fr	redaction_pro	devrait	2.51
fr	sante	diagnostic	4.69
fr	education	diagramm	1.92
fr	voyage	diagramm	1.74
fr	maths	diametr	2.74
fr	philosophie_religion	dieu	5.33
fr	informatique_materiel	differenc	1.01
fr	philosophie_religion	differenc	1.05
fr	redaction_pro	different	1.18
fr	redaction_pro	difficil	1.91
fr	education	difficult	1.20
fr	images_ia	diffusi	4.97
fr	education	digital	1.72
fr	marketing_business	digital	1.70
fr	redaction_pro	dimanch	2.60
fr	maths	dimensi	1.60
fr	musique	dir	1.26
fr	redaction_pro	dir	1.38
fr	relations_psychologie	dir	1.29
fr	redaction_pro	direct	2.13
fr	redaction_pro	directement	2.37
fr	redaction_pro	directeur	2.00
fr	redaction_pro	directi	2.13
fr	redaction_pro	directiv	2.81
fr	redaction_pro	dirig	3.91
fr	redaction_pro	dis	2.48
fr	redaction_pro	disant	4.79
